question,ground_truth,expected_chunk_id,url,source_title,error,answer,retrieved_chunk_ids,num_contexts,hit,recall_at_k,faithfulness,answer_relevancy,context_precision,context_recall
What are the four conditions that must be met for the exclusion from the definition of 'enterprise' to apply?,"The four conditions are: (1) The lessee (recipient) must be a resident of the Republic; (2) The lessor (supplier) must be a non-resident and must not be a registered vendor in the Republic; (3) The goods must be for use wholly or partly in the Republic; and (4) The contracting parties must agree in writing that the recipient will enter the goods for home consumption and be liable to pay VAT on importation, and will not be reimbursed by the lessor for such VAT.",vat_404_guide_chunk_66,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/Legal-Pub-Guide-VAT404-VAT-404-Guide-for-Vendors.pdf,VAT 404 Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwNEyZHyavJc12PLMi1'}",,,0,,,,,,
Where can vendors find more details about the domestic reverse charge regulations?,More details regarding the domestic reverse charge can be found in Public Notice 2200 as published in GG 46598 dated 24 June 2022.,vat_404_guide_chunk_70,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/Legal-Pub-Guide-VAT404-VAT-404-Guide-for-Vendors.pdf,VAT 404 Guide,,"According to the context, vendors can find more details about the Domestic Reverse Charge Regulations in the following places:

1. **The Explanatory Memorandum** - which prescribes certain duties and responsibilities on the supplier and recipient

2. **Frequently Asked Questions (FAQs)** - specifically the ""Domestic Reverse Charge Regulations"" FAQs on the SARS website

3. **VAT Connect** - an article titled ""Domestic Reverse Charge Regulations""

The context also references that the DRC Regulations were published as Notice 2140 in Government Gazette 46512 dated 8 June 2022, with further amendments promulgated on 10 May 2024 as published in Government Gazette 50642.","[""doc_5_chunk_81"", ""doc_5_chunk_15"", ""doc_5_chunk_14"", ""doc_5_chunk_24"", ""doc_5_chunk_184""]",5,False,0.0,,,,
"Which VAT scheme applies if all invoices and payments for goods occurred before 2 May 2014, even if the goods are delivered after that date?","The rules under the previous VAT Export Incentive Scheme will apply if all invoices and payments in relation to the goods have occurred before 2 May 2014, even if the goods are delivered (exported) after 2 May 2014.",vat_404_guide_chunk_322,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/Legal-Pub-Guide-VAT404-VAT-404-Guide-for-Vendors.pdf,VAT 404 Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwNptzQK7zgBeJK8F2g'}",,,0,,,,,,
What must happen to goods after collection in an indirect export by road or rail arrangement?,"After collection, the goods must be stored and consolidated by the agent in a warehouse until the consolidated consignment of goods is exported to the qualifying purchaser in the export country, and the goods must be exported within 90 days.",vat_404_guide_chunk_334,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/Legal-Pub-Guide-VAT404-VAT-404-Guide-for-Vendors.pdf,VAT 404 Guide,,"According to the context provided, for indirect exports by road or rail, **proof that the goods were received by the recipient in the export country** must be obtained.

This is listed as one of the required documentary proof items that must be retained for the zero rate to apply on exports.","[""doc_5_chunk_192"", ""doc_5_chunk_191"", ""doc_5_chunk_182"", ""doc_5_chunk_184"", ""doc_5_chunk_189""]",5,False,0.0,,,,
What are the three categories of fixed cut-off dates approved by SARS under the 10-day rule?,"The three categories are: a specific day of the week, a specific date of a calendar month, and a fixed day determined in accordance and consistent with the vendor's commercial accounting periods.",vat_404_guide_chunk_109,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/Legal-Pub-Guide-VAT404-VAT-404-Guide-for-Vendors.pdf,VAT 404 Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwNkxc3BJJfskFVp7Kr'}",,,0,,,,,,
What clarification was provided regarding the deemed supply in section 8(8) concerning short-term insurance?,"The provisos to section 8(8) have been reworded and individually numbered to clarify that the deemed supply in section 8(8) only arises in respect of cash indemnity payments made to, or on behalf of, the insured party under a contract of insurance.",vat_404_guide_chunk_11,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/Legal-Pub-Guide-VAT404-VAT-404-Guide-for-Vendors.pdf,VAT 404 Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwP7mkKgCAP9yr1sTpc'}",,,0,,,,,,
Are sales from old plant and machinery included or excluded when calculating taxable supplies for VAT registration?,"Sales from old plant, machinery or other capital assets when replacing them with new assets should be excluded when calculating taxable supplies for VAT registration.",vat_404_guide_chunk_85,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/Legal-Pub-Guide-VAT404-VAT-404-Guide-for-Vendors.pdf,VAT 404 Guide,,"The context provided does not contain enough information to answer whether sales from old plant and machinery are included or excluded when calculating taxable supplies for VAT registration purposes.

While the context discusses taxable supplies, standard-rated supplies, and capital assets (which include machinery), it does not specifically address how sales of old or used plant and machinery are treated in the calculation of taxable supplies for VAT registration threshold purposes.

To get an accurate answer to this question, you would need to consult other sections of the VAT Act or additional VAT guidance documents that specifically address VAT registration requirements and the treatment of sales of used capital assets.","[""doc_5_chunk_94"", ""doc_5_chunk_125"", ""doc_5_chunk_93"", ""doc_5_chunk_114"", ""doc_5_chunk_147""]",5,False,0.0,,,,
What types of supplies are exempt from taxation according to this list?,"Exempt supplies include certain financial services, supplies by associations not for gain of donated goods or services, rental of accommodation in dwellings including employee housing, certain educational services, services of employee organisations such as trade unions, certain services to members of sectional title, share block or old age schemes funded out of levies, public road and railway transport of fare-paying passengers and their luggage, and childcare services in a crèche or after-school care centre.",vat_404_guide_chunk_461,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/Legal-Pub-Guide-VAT404-VAT-404-Guide-for-Vendors.pdf,VAT 404 Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwPZy5pe8c44CLfFzmr'}",,,0,,,,,,
Where must the input tax be claimed in a VAT201 return when the DRC applies?,The input tax must be claimed in field 18 of the VAT201 return.,vat_404_guide_chunk_129,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/Legal-Pub-Guide-VAT404-VAT-404-Guide-for-Vendors.pdf,VAT 404 Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwPUujXM73MAYdncgab'}",,,0,,,,,,
"In Example 5, what was the adjustment amount when S changed from payments basis to invoice basis?","The adjustment amount was R35,000. This was calculated by taking debtors of R250,000 and subtracting creditors of R215,000, resulting in a difference of R35,000.",vat_404_guide_chunk_121,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/Legal-Pub-Guide-VAT404-VAT-404-Guide-for-Vendors.pdf,VAT 404 Guide,,"# Adjustment Amount in Example 5

In Example 5, when S changed from the payments basis to the invoice basis, the adjustment amount was **R35,000**.

This was calculated as:
- Debtors: R250,000
- Less Creditors: R215,000
- **Difference: R35,000**

The VAT on this difference was then calculated as:
**R35,000 × 15/115 = R4,565.22**

This amount was declared in field 12 on the VAT return as output tax.","[""doc_5_chunk_74"", ""doc_5_chunk_20"", ""doc_5_chunk_70"", ""doc_5_chunk_156"", ""doc_5_chunk_161""]",5,False,0.0,,,,
